id,I�O,zau-pf-kpf,si-ida,si-n,si-psc,zuj-zuj-kod-orig,zuj-nzuj,zuj-nuts4,zuj-nazev-nuts4,su-isk,su-ise,su-kpp,si-nu,si-nco,su-esa2010t,su-esa2010,si-tcd,si-cd,si-co,si-at,od,do,edited_by,lchange
1668350,61504483,112,327151906,Praha,14200,547051,Praha-Libuš,CZ0100,Praha,,,Neuvedeno,Na domovině,Libuš,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,1,651,1,,1568380121,0,,13/09/2019 15:08
1749453,40086399,101,313479775,Nymburk,28802,537004,Nymburk,CZ0208,Nymburk,,,Neuvedeno,Purkyňova,,Osoby samostatně výdělečně činné,14200,1,1676,3,,1568401211,0,,13/09/2019 21:00
1749452,44447469,101,335845664,Smiřice,50303,570877,Smiřice,CZ0521,Hradec Králové,,,Bez zaměstnanců,Nývltova,,Osoby samostatně výdělečně činné,14200,1,271,,,1568401211,0,,13/09/2019 21:00
1749451,44609400,101,330689091,Vysoká Pec,43111,563501,Vysoká Pec,CZ0422,Chomutov,,,Neuvedeno,,Pyšná,Osoby samostatně výdělečně činné,14200,1,117,,,1568401211,0,,13/09/2019 21:00
1749450,11348160,101,331245096,Olomouc,77900,500496,Olomouc,CZ0712,Olomouc,,,Neuvedeno,Polská,,Osoby samostatně výdělečně činné,14200,1,604,4,,1568401211,0,,13/09/2019 21:00
1422864,26716291,112,336519332,Praha,15000,500143,Praha 5,CZ0100,Praha,,,Neuvedeno,U Trojice,Smíchov,Nefinanční podniky soukromé národní,11002,1,1042,2,,1568379264,0,,13/09/2019 14:54
1028516,1442279,112,339631807,Karlovy Vary,36001,554961,Karlovy Vary,CZ0412,Karlovy Vary,,,25 - 49 zaměstnanců,Slovenská,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,1,477,5,,1568187167,0,,11/09/2019 09:32
1749449,63824469,101,330235420,Votice,25901,530905,Votice,CZ0201,Benešov,,,Neuvedeno,Wolkerova,,Osoby samostatně výdělečně činné,14200,1,742,,,1568401211,0,,13/09/2019 21:00
1749448,68534990,101,330947359,Bavorov,38773,550809,Bavorov,CZ0316,Strakonice,,,Neuvedeno,Nádražní,,Osoby samostatně výdělečně činné,14200,1,462,,,1568401210,0,,13/09/2019 21:00
1749447,68991321,101,330909111,Liberec,46014,556904,Liberec (nečleněné město),CZ0513,Liberec,,,Neuvedeno,Na Pískovně,Liberec XIV-Ruprechtice,Osoby samostatně výdělečně činné,14200,1,661,32,,1568401210,0,,13/09/2019 21:00
1361358,25714937,141,318728406,Říčany,25101,538728,Říčany,CZ0209,Praha-východ,,,Neuvedeno,Táborská,,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,1685,47b,,1568379054,0,,13/09/2019 14:50
1006418,226611,641,304386028,Kroměříž,76701,588296,Kroměříž,CZ0721,Kroměříž,15000,Neziskové instituce sloužící domácnostem,100 - 199 zaměstnanců,Pilařova 3,,,,,,,,1568131275,0,,10/09/2019 18:01
1010202,335479,331,304635314,Praha 4,14000,500119,Praha 4,CZ0100,Praha,13130,Místní vládní instituce,100 - 199 zaměstnanců,Budějovická 680,,,,,,,,1568131283,0,,10/09/2019 18:01
1010207,335487,331,304243443,Praha 4,14087,500119,Praha 4,CZ0100,Praha,13130,Místní vládní instituce,100 - 199 zaměstnanců,Na Vítězné pláni 1160,,,,,,,,1568131283,0,,10/09/2019 18:01
1010208,335533,331,304458284,Praha 4,14503,500119,Praha 4,CZ0100,Praha,13130,Místní vládní instituce,50 - 99 zaměstnanců,Ohradní 55,,,,,,,,1568131283,0,,10/09/2019 18:01
1011580,401081,331,304243566,Ústí nad Orlicí,56201,579891,Ústí nad Orlicí,CZ0534,Ústí nad Orlicí,13130,Místní vládní instituce,100 - 199 zaměstnanců,T.G.Masaryka 106,,,,,,,,1568131359,0,,10/09/2019 18:02
1014537,474029,331,304386397,Neratovice,27711,535087,Neratovice,CZ0206,Mělník,13130,Místní vládní instituce,50 - 99 zaměstnanců,Masarykova 450,,,,,,,,1568131364,0,,10/09/2019 18:02
1017827,532525,641,304386456,Brno-střed,60200,550973,Brno-střed,CZ0642,Brno-město,15000,Neziskové instituce sloužící domácnostem,100 - 199 zaměstnanců,Barvičova 666/85,Stránice,,,,,,,1568131371,0,,10/09/2019 18:02
1749446,558974,331,338071986,Brno,61400,551031,Brno-sever,CZ0642,Brno-město,,,50 - 99 zaměstnanců,Elgartova,Husovice,Místní vládní instituce,13130,1,689,3,,1568401210,0,,13/09/2019 21:00
1749445,558982,331,338174006,Brno,63900,550973,Brno-střed,CZ0642,Brno-město,,,50 - 99 zaměstnanců,Vídeňská,Štýřice,Místní vládní instituce,13130,1,55,47,,1568401210,0,,13/09/2019 21:00
1749444,558991,331,337879073,Brno,60200,550973,Brno-střed,CZ0642,Brno-město,,,50 - 99 zaměstnanců,Křenová,Trnitá,Místní vládní instituce,13130,1,304,36,,1568401210,0,,13/09/2019 21:00
1749443,559008,331,337879074,Brno,61600,550973,Brno-střed,CZ0642,Brno-město,,,100 - 199 zaměstnanců,Žižkova,Veveří,Místní vládní instituce,13130,1,980,55,,1568401210,0,,13/09/2019 21:00
1749442,559016,331,338104492,Brno,61200,551007,Brno-Královo Pole,CZ0642,Brno-město,,,50 - 99 zaměstnanců,Slovanské náměstí,Královo Pole,Místní vládní instituce,13130,1,1804,7,,1568401210,0,,13/09/2019 21:00
1749441,559032,331,339691663,,,550973,Brno-střed,CZ0642,Brno-město,,,50 - 99 zaměstnanců,,,Místní vládní instituce,13130,,,,"třída Kpt. Jaroše 1829 / 14 Černá Pole 65870, Brno Brno-město",1568401210,0,,13/09/2019 21:00
1749440,559105,331,337879075,Zlín,76001,585068,Zlín,CZ0724,Zlín,,,100 - 199 zaměstnanců,Lesní čtvrť III,,Místní vládní instituce,13130,1,1364,,,1568401210,0,,13/09/2019 21:00
1749076,559130,331,339187916,,,586021,Hodonín,CZ0645,Hodonín,,,50 - 99 zaměstnanců,,,Místní vládní instituce,13130,,,,"Legionářů 813 / 1 69511, Hodonín Hodonín",1568401199,0,,13/09/2019 20:59
1749075,559148,331,337879076,Kyjov,69701,586307,Kyjov,CZ0645,Hodonín,,,50 - 99 zaměstnanců,třída Komenského,,Místní vládní instituce,13130,1,549,23,,1568401199,0,,13/09/2019 20:59
1749073,559261,331,337879077,Bučovice,68501,592943,Bučovice,CZ0646,Vyškov,,,50 - 99 zaměstnanců,Součkova,,Místní vládní instituce,13130,1,500,,,1568401199,0,,13/09/2019 20:59
1749072,559270,331,338480711,Vyškov,68201,592889,Vyškov,CZ0646,Vyškov,,,50 - 99 zaměstnanců,Komenského,Vyškov-Předměstí,Místní vládní instituce,13130,1,16,5,,1568401199,0,,13/09/2019 20:59
1749439,559504,331,339691664,Zlín,76001,585068,Zlín,CZ0724,Zlín,,,50 - 99 zaměstnanců,nám. T. G. Masaryka,,Místní vládní instituce,13130,1,2734,,,1568401210,0,,13/09/2019 21:00
1749438,567582,331,337879119,Brno,60200,551007,Brno-Královo Pole,CZ0642,Brno-město,,,50 - 99 zaměstnanců,Botanická,Ponava,Místní vládní instituce,13130,1,63,70,,1568401210,0,,13/09/2019 21:00
1749437,583839,331,337879327,Český Krumlov,38101,545392,Český Krumlov,CZ0312,Český Krumlov,,,50 - 99 zaměstnanců,Chvalšinská,Latrán,Místní vládní instituce,13130,1,112,,,1568401210,0,,13/09/2019 21:00
1749436,601331,331,338597936,Rýmařov,79501,597783,Rýmařov,CZ0801,Bruntál,,,50 - 99 zaměstnanců,Sokolovská,,Místní vládní instituce,13130,1,466,34,,1568401210,0,,13/09/2019 21:00
1749435,601349,331,337879385,Krnov,79401,597520,Krnov,CZ0801,Bruntál,,,25 - 49 zaměstnanců,Smetanův okruh,Pod Bezručovým vrchem,Místní vládní instituce,13130,1,19,2,,1568401210,0,,13/09/2019 21:00
1749434,601357,331,338072071,Bruntál,79201,597180,Bruntál,CZ0801,Bruntál,,,25 - 49 zaměstnanců,Dukelská,,Místní vládní instituce,13130,1,1423,1,,1568401210,0,,13/09/2019 21:00
1749433,601390,331,338179553,Třinec,73961,598810,Třinec,CZ0802,Frýdek-Místek,,,50 - 99 zaměstnanců,Komenského,Staré Město,Místní vládní instituce,13130,1,713,,,1568401210,0,,13/09/2019 21:00
1749432,601403,331,337879386,Frýdlant nad Ostravicí,73911,598143,Frýdlant nad Ostravicí,CZ0802,Frýdek-Místek,,,25 - 49 zaměstnanců,Nám. T. G. Masaryka,Frýdlant,Místní vládní instituce,13130,1,1260,,,1568401210,0,,13/09/2019 21:00
1749431,601411,331,338006785,Frýdek-Místek,73801,598003,Frýdek-Místek,CZ0802,Frýdek-Místek,,,50 - 99 zaměstnanců,Československé armády,Místek,Místní vládní instituce,13130,1,517,,,1568401210,0,,13/09/2019 21:00
1749430,601641,331,337879387,Příbor,74258,599808,Příbor,CZ0804,Nový Jičín,,,25 - 49 zaměstnanců,Jičínská,,Místní vládní instituce,13130,1,528,,,1568401210,0,,13/09/2019 21:00
1749429,601659,331,337879388,Frenštát pod Radhoštěm,74401,599344,Frenštát pod Radhoštěm,CZ0804,Nový Jičín,,,50 - 99 zaměstnanců,Křižíkova,,Místní vládní instituce,13130,1,1258,,,1568401210,0,,13/09/2019 21:00
1749428,601667,331,338220365,Bílovec,74301,599247,Bílovec,CZ0804,Nový Jičín,,,50 - 99 zaměstnanců,17. listopadu,,Místní vládní instituce,13130,1,526,18,,1568401210,0,,13/09/2019 21:00
1749427,601675,331,338039621,Nový Jičín,74101,599191,Nový Jičín,CZ0804,Nový Jičín,,,50 - 99 zaměstnanců,Palackého,,Místní vládní instituce,13130,1,1329,50,,1568401210,0,,13/09/2019 21:00
1749426,601756,331,338039622,Uničov,78391,505587,Uničov,CZ0712,Olomouc,,,25 - 49 zaměstnanců,Gymnazijní,,Místní vládní instituce,13130,1,257,,,1568401210,0,,13/09/2019 21:00
1749425,601764,331,338006788,Šternberk,78501,505188,Šternberk,CZ0712,Olomouc,,,25 - 49 zaměstnanců,Horní náměstí,,Místní vládní instituce,13130,1,167,5,,1568401210,0,,13/09/2019 21:00
1749424,601772,331,338176694,Litovel,78401,503444,Litovel,CZ0712,Olomouc,,,25 - 49 zaměstnanců,Opletalova,,Místní vládní instituce,13130,1,189,4,,1568401210,0,,13/09/2019 21:00
1749423,601781,331,338179554,Olomouc,77900,500496,Olomouc,CZ0712,Olomouc,,,100 - 199 zaměstnanců,Jiřího z Poděbrad,,Místní vládní instituce,13130,1,936,13,,1568401210,0,,13/09/2019 21:00
1749422,601799,331,337879393,Olomouc,77900,500496,Olomouc,CZ0712,Olomouc,,,100 - 199 zaměstnanců,Tomkova,Hejčín,Místní vládní instituce,13130,1,314,45,,1568401210,0,,13/09/2019 21:00
1749421,602060,331,339691681,Ostrava,70030,546135,Ostrava-Jih,CZ0806,Ostrava-město,,,50 - 99 zaměstnanců,Volgogradská,Zábřeh,Místní vládní instituce,13130,1,2631,6,,1568401210,0,,13/09/2019 21:00
1749420,602159,331,338039625,Ostrava,70800,546224,Poruba,CZ0806,Ostrava-město,,,50 - 99 zaměstnanců,Marie Majerové,Poruba,Místní vládní instituce,13130,1,1691,4,,1568401210,0,,13/09/2019 21:00
1749419,666122,641,338039684,České Budějovice,37001,544256,České Budějovice,CZ0311,České Budějovice,,,100 - 199 zaměstnanců,Jirsíkova,České Budějovice 1,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,420,5,,1568401210,0,,13/09/2019 21:00
1078302,671274,331,338136550,Liberec,46007,556904,Liberec (nečleněné město),CZ0513,Liberec,,,50 - 99 zaměstnanců,Na Bojišti,Liberec III-Jeřáb,Místní vládní instituce,13130,1,759,15,,1568191448,0,,11/09/2019 10:44
1078428,828840,331,338039737,Mimoň,47124,561835,Mimoň,CZ0511,Česká Lípa,,,25 - 49 zaměstnanců,Letná,Mimoň IV,Místní vládní instituce,13130,1,263,,,1568191449,0,,11/09/2019 10:44
1749418,842702,331,337879712,Ostrava,70800,546224,Poruba,CZ0806,Ostrava-město,,,50 - 99 zaměstnanců,Čs. exilu,Poruba,Místní vládní instituce,13130,1,669,16,,1568401210,0,,13/09/2019 21:00
1749417,842737,331,338072172,Ostrava,70030,546135,Ostrava-Jih,CZ0806,Ostrava-město,,,25 - 49 zaměstnanců,Volgogradská,Zábřeh,Místní vládní instituce,13130,1,2632,6a,,1568401210,0,,13/09/2019 21:00
1749416,842745,331,338158130,Ostrava,70030,546135,Ostrava-Jih,CZ0806,Ostrava-město,,,50 - 99 zaměstnanců,Františka Hajdy,Hrabůvka,Místní vládní instituce,13130,1,1429,34,,1568401210,0,,13/09/2019 21:00
1749415,842753,331,337879713,Ostrava,71000,546046,Slezská Ostrava,CZ0806,Ostrava-město,,,50 - 99 zaměstnanců,Hladnovská,Slezská Ostrava,Místní vládní instituce,13130,1,1332,35,,1568401210,0,,13/09/2019 21:00
1749414,842761,331,338039753,Ostrava,70200,545911,Moravská Ostrava a Přívoz,CZ0806,Ostrava-město,,,50 - 99 zaměstnanců,Dr. Šmerala,Moravská Ostrava,Místní vládní instituce,13130,1,2565,25,,1568401210,0,,13/09/2019 21:00
1749413,842966,331,337879715,Přerov,75002,511382,Přerov,CZ0714,Přerov,,,50 - 99 zaměstnanců,Komenského,Přerov I-Město,Místní vládní instituce,13130,1,800,29,,1568401210,0,,13/09/2019 21:00
1749412,843351,331,339691753,Vsetín,75501,541630,Vsetín,CZ0723,Vsetín,,,50 - 99 zaměstnanců,Tyršova,,Místní vládní instituce,13130,1,1069,,,1568401210,0,,13/09/2019 21:00
1019720,843369,331,304244710,Valašské Meziříčí,75736,545058,Valašské Meziříčí,CZ0723,Vsetín,13130,Místní vládní instituce,50 - 99 zaměstnanců,Husova 146/2,,,,,,,,1568131375,0,,10/09/2019 18:02
1749411,843393,331,338667706,Rožnov pod Radhoštěm,75661,544841,Rožnov pod Radhoštěm,CZ0723,Vsetín,,,50 - 99 zaměstnanců,Koryčanské Paseky,,Místní vládní instituce,13130,1,1725,,,1568401210,0,,13/09/2019 21:00
1749410,845388,641,338006911,Ostrava,70800,546224,Poruba,CZ0806,Ostrava-město,,,25 - 49 zaměstnanců,Karla Pokorného,Poruba,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,1284,2,,1568401210,0,,13/09/2019 21:00
1749409,846881,331,339691756,Frýdek-Místek,73801,598003,Frýdek-Místek,CZ0802,Frýdek-Místek,,,25 - 49 zaměstnanců,Cihelní,Frýdek,Místní vládní instituce,13130,1,410,,,1568401210,0,,13/09/2019 21:00
1749408,848956,331,338136562,Olomouc,77900,500496,Olomouc,CZ0712,Olomouc,,,50 - 99 zaměstnanců,Čajkovského,Nová Ulice,Místní vládní instituce,13130,1,68,9,,1568401210,0,,13/09/2019 21:00
1078514,854981,331,338006926,Turnov,51101,577626,Turnov,CZ0514,Semily,,,25 - 49 zaměstnanců,Jana Palacha,,Místní vládní instituce,13130,1,804,,,1568191449,0,,11/09/2019 10:44
1078520,856037,331,338006928,Jilemnice,51401,577197,Jilemnice,CZ0514,Semily,,,50 - 99 zaměstnanců,Tkalcovská,,Místní vládní instituce,13130,1,460,,,1568191449,0,,11/09/2019 10:44
1078522,856070,331,339221437,Semily,51301,576964,Semily,CZ0514,Semily,,,50 - 99 zaměstnanců,Nad Špejcharem,,Místní vládní instituce,13130,1,574,,,1568191449,0,,11/09/2019 10:44
1749407,2457105,641,338008196,Kutná Hora,28401,533955,Kutná Hora,CZ0205,Kutná Hora,,,25 - 49 zaměstnanců,Jiřího z Poděbrad,Kutná Hora-Vnitřní Město,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,288,13,,1568401210,0,,13/09/2019 21:00
1749406,3230759,641,339252605,Hořice,50801,572926,Hořice,CZ0522,Jičín,,,10 - 19 zaměstnanců,Blahoslavova,,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,2105,,,1568401210,0,,13/09/2019 21:00
1089527,3620280,331,339693317,Pacov,39501,548511,Pacov,CZ0633,Pelhřimov,,,20 - 24 zaměstnanci,Hronova,,Místní vládní instituce,13130,1,1079,,,1568378181,0,,13/09/2019 14:36
1109025,4235380,121,338166926,Praha,10100,500224,Praha 10,CZ0100,Praha,,,25 - 49 zaměstnanců,Kodaňská,Vršovice,Nefinanční podniky soukromé národní,11002,1,54,10,,1568378242,0,,13/09/2019 14:37
1749405,4720997,641,338189194,Jáchymov,36251,555215,Jáchymov,CZ0412,Karlovy Vary,,,10 - 19 zaměstnanců,Husova,,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,992,,,1568401209,0,,13/09/2019 21:00
1749404,4778847,641,338099651,Horní Moštěnice,75117,513491,Horní Moštěnice,CZ0714,Přerov,,,10 - 19 zaměstnanců,Pod vinohrady,,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,232,30,,1568401209,0,,13/09/2019 21:00
1749403,6668364,331,339224979,Hořice,50801,572926,Hořice,CZ0522,Jičín,,,100 - 199 zaměstnanců,Riegrova,,Místní vládní instituce,13130,1,1403,,,1568401209,0,,13/09/2019 21:00
1748939,15060977,331,338107665,Světlá nad Sázavou,58291,569569,Světlá nad Sázavou,CZ0631,Havlíčkův Brod,,,100 - 199 zaměstnanců,Sázavská,,Místní vládní instituce,13130,1,547,,,1568401196,0,,13/09/2019 20:59
1304382,24308404,112,338752777,Praha,19000,500216,Praha 9,CZ0100,Praha,,,10 - 19 zaměstnanců,Pod Balkánem,Vysočany,Nefinanční podniky soukromé národní,11002,1,599,2,,1568378870,0,,13/09/2019 14:47
1322059,25018248,112,338754999,Dubí,41703,567507,Dubí,CZ0426,Teplice,,,20 - 24 zaměstnanci,Bystřická,Bystřice,Nefinanční podniky soukromé národní,11002,1,275,27,,1568378924,0,,13/09/2019 14:48
1322073,25018566,112,338198806,,,567892,Ústí nad Labem-město,CZ0427,Ústí nad Labem,,,10 - 19 zaměstnanců,,,Nefinanční podniky soukromé národní,11002,,,,"Ústí nad Labem, Velká hradební 19, PSČ 400 01",1568378924,0,,13/09/2019 14:48
1323417,25040456,141,337886276,Litoměřice,41201,564567,Litoměřice,CZ0423,Litoměřice,,,25 - 49 zaměstnanců,Jarošova,Předměstí,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,494,23,,1568378928,0,,13/09/2019 14:48
1748930,25088246,641,338755355,Praha,14000,500119,Praha 4,CZ0100,Praha,,,25 - 49 zaměstnanců,Svatoslavova,Nusle,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,333,4,,1568401195,0,,13/09/2019 20:59
1327040,25107186,112,338609567,Praha,17000,500186,Praha 7,CZ0100,Praha,,,50 - 99 zaměstnanců,Ortenovo náměstí,Holešovice,Nefinanční podniky soukromé národní,11002,1,1275,34,,1568378942,0,,13/09/2019 14:49
1327059,25107500,141,338077257,Praha,17000,500186,Praha 7,CZ0100,Praha,,,10 - 19 zaměstnanců,Letohradská,Holešovice,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,370,1,,1568378942,0,,13/09/2019 14:49
1327498,25115138,112,339267730,Žatec,43801,566985,Žatec,CZ0424,Louny,,,6 - 9 zaměstnanců,Svatováclavská,,Nefinanční podniky soukromé národní,11002,1,1404,,,1568378944,0,,13/09/2019 14:49
1327754,25119702,112,337886892,Praha,11000,500054,Praha 1,CZ0100,Praha,,,25 - 49 zaměstnanců,Pštrossova,Nové Město,Nefinanční podniky soukromé národní,11002,1,203,13,,1568378945,0,,13/09/2019 14:49
1328042,25124811,112,339267748,Žatec,43801,566985,Žatec,CZ0424,Louny,,,10 - 19 zaměstnanců,Svatováclavská,,Nefinanční podniky soukromé národní,11002,1,1404,,,1568378946,0,,13/09/2019 14:49
1328682,25136241,112,339704600,Praha,15800,500143,Praha 5,CZ0100,Praha,,,50 - 99 zaměstnanců,Schwarzenberská,Jinonice,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,1,700,1,,1568378949,0,,13/09/2019 14:49
1328903,25140108,112,337242461,Praha,15000,500143,Praha 5,CZ0100,Praha,,,1 - 5 zaměstnanců,Plzeňská,Košíře,Nefinanční podniky soukromé národní,11002,1,39,117,,1568378950,0,,13/09/2019 14:49
1329001,25142101,112,337887050,Praha,17100,547328,Praha-Troja,CZ0100,Praha,,,25 - 49 zaměstnanců,Trojská,Troja,Nefinanční podniky soukromé národní,11002,1,211,110,,1568378950,0,,13/09/2019 14:49
1329312,25147846,112,338109930,Praha,14800,547034,Praha 11,CZ0100,Praha,,,50 - 99 zaměstnanců,Roztylská,Chodov,Nefinanční podniky soukromé národní,11002,1,1860,1,,1568378951,0,,13/09/2019 14:49
1329839,25158392,112,339402868,České Budějovice,37001,544256,České Budějovice,CZ0311,České Budějovice,,,20 - 24 zaměstnanci,Lannova tř.,České Budějovice 6,Nefinanční podniky soukromé národní,11002,1,1595,29a,,1568378953,0,,13/09/2019 14:49
1329918,25160184,112,338137193,Tábor,39002,552046,Tábor,CZ0317,Tábor,,,25 - 49 zaměstnanců,Zavadilská,,Nefinanční podniky soukromé národní,11002,1,2472,,,1568378954,0,,13/09/2019 14:49
1332224,25209957,112,337887595,Plzeň,32300,545970,Plzeň 1,CZ0323,Plzeň-město,,,50 - 99 zaměstnanců,Sokolovská,Bolevec,Nefinanční podniky soukromé národní,11002,1,1165,54,,1568378960,0,,13/09/2019 14:49
1333615,25232991,112,339704688,Sokolov,35601,560286,Sokolov,CZ0413,Sokolov,,,25 - 49 zaměstnanců,Mánesova,,Nefinanční podniky soukromé národní,11002,1,1672,,,1568378965,0,,13/09/2019 14:49
1334635,25249355,112,337887954,Cheb,35002,554481,Cheb,CZ0411,Cheb,,,25 - 49 zaměstnanců,Jánské náměstí,,Nefinanční podniky soukromé národní,11002,1,256,15,,1568378968,0,,13/09/2019 14:49
1335048,25257340,141,338446107,Letohrad,56151,580538,Letohrad,CZ0534,Ústí nad Orlicí,,,25 - 49 zaměstnanců,Václavské náměstí,,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,1,,,1568378969,0,,13/09/2019 14:49
1335319,25262297,112,338110202,Hradec Králové,50003,569810,Hradec Králové,CZ0521,Hradec Králové,,,25 - 49 zaměstnanců,Brandlova,Slezské Předměstí,Nefinanční podniky soukromé národní,11002,1,875,15,,1568378970,0,,13/09/2019 14:49
1335836,25272501,112,338468957,Chrudim,53701,571164,Chrudim,CZ0531,Chrudim,,,25 - 49 zaměstnanců,Víta Nejedlého,Chrudim III,Nefinanční podniky soukromé národní,11002,1,482,,,1568378972,0,,13/09/2019 14:49
1337976,25313304,141,339268033,Rájec-Jestřebí,67902,582239,Rájec-Jestřebí,CZ0641,Blansko,,,20 - 24 zaměstnanci,Komenského,Rájec,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,240,,,1568378978,0,,13/09/2019 14:49
1338021,25314122,141,339231226,Brno,62500,551091,Brno-Starý Lískovec,CZ0642,Brno-město,,,25 - 49 zaměstnanců,Labská,Starý Lískovec,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,269,27,,1568378978,0,,13/09/2019 14:49
1338665,25326384,112,338110366,Jihlava,58601,586846,Jihlava,CZ0632,Jihlava,,,10 - 19 zaměstnanců,Jiráskova,,Nefinanční podniky soukromé národní,11002,1,1559,2,,1568378980,0,,13/09/2019 14:49
1749402,25327747,641,337888724,Brno,60300,550973,Brno-střed,CZ0642,Brno-město,,,100 - 199 zaměstnanců,Mendlovo náměstí,Staré Brno,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,1,4,,1568401209,0,,13/09/2019 21:00
1338883,25330365,112,339086437,Brno,62800,551279,Brno-Vinohrady,CZ0642,Brno-město,,,10 - 19 zaměstnanců,Bzenecká,Židenice,Nefinanční podniky soukromé národní,11002,1,4226,23,,1568378981,0,,13/09/2019 14:49
1338991,25332201,112,338077777,Brno,62400,551228,Brno-Komín,CZ0642,Brno-město,,,25 - 49 zaměstnanců,Kristenova,Komín,Nefinanční podniky soukromé národní,11002,1,58,27,,1568378981,0,,13/09/2019 14:49
1340565,25364723,112,339488270,Ostrava,70900,554286,Mariánské Hory a Hulváky,CZ0806,Ostrava-město,,,20 - 24 zaměstnanci,Mojmírovců,Mariánské Hory,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,1,1002,42,,1568378986,0,,13/09/2019 14:49
1341368,25380401,112,338198889,Ostrava,70030,546135,Ostrava-Jih,CZ0806,Ostrava-město,,,10 - 19 zaměstnanců,Mjr. Nováka,Hrabůvka,Nefinanční podniky soukromé národní,11002,1,1455,34,,1568378988,0,,13/09/2019 14:49
1351661,25546210,141,338266140,Brno,60300,550973,Brno-střed,CZ0642,Brno-město,,,100 - 199 zaměstnanců,Mendlovo náměstí,Staré Brno,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,1,3,,1568379021,0,,13/09/2019 14:50
1353099,25571338,141,338110975,Jihlava,58601,586846,Jihlava,CZ0632,Jihlava,,,10 - 19 zaměstnanců,Fibichova,,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,909,18,,1568379025,0,,13/09/2019 14:50
1355811,25618440,112,338111088,Praha,19800,547361,Praha 14,CZ0100,Praha,,,25 - 49 zaměstnanců,Bratří Venclíků,Černý Most,Nefinanční podniky soukromé národní,11002,1,1140,1,,1568379035,0,,13/09/2019 14:50
1357246,25643134,112,327367772,Praha,14300,547107,Praha 12,CZ0100,Praha,,,Neuvedeno,Dobevská,Kamýk,Nefinanční podniky soukromé národní,11002,1,877,4,,1568379040,0,,13/09/2019 14:50
1360404,25698117,141,337891731,Praha,18000,500208,Praha 8,CZ0100,Praha,,,100 - 199 zaměstnanců,Lindnerova,Libeň,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,517,3,,1568379051,0,,13/09/2019 14:50
1385834,26144123,112,338159366,Říčany,25101,538728,Říčany,CZ0209,Praha-východ,,,25 - 49 zaměstnanců,Táborská,,Nefinanční podniky soukromé národní,11002,1,1685,47b,,1568379136,0,,13/09/2019 14:52
1392246,26258510,112,338761299,Brno,61200,551007,Brno-Královo Pole,CZ0642,Brno-město,,,20 - 24 zaměstnanci,Mojmírovo náměstí,Královo Pole,Nefinanční podniky soukromé národní,11002,1,67,10,,1568379158,0,,13/09/2019 14:52
1427875,26787806,112,339644997,Frýdlant nad Ostravicí,73911,598143,Frýdlant nad Ostravicí,CZ0802,Frýdek-Místek,,,25 - 49 zaměstnanců,Dvořákova,Frýdlant,Nefinanční podniky soukromé národní,11002,1,1269,,,1568379280,0,,13/09/2019 14:54
1748928,26836025,641,337937241,Ostrava,70030,546135,Ostrava-Jih,CZ0806,Ostrava-město,,,100 - 199 zaměstnanců,Hasičská,Hrabůvka,Neziskové instituce sloužící domácnostem soukromé národní,15002,1,1003,49,,1568401195,0,,13/09/2019 20:59
1432206,26844401,112,339585534,Ostrava,70200,545911,Moravská Ostrava a Přívoz,CZ0806,Ostrava-město,,,25 - 49 zaměstnanců,Gregorova,Moravská Ostrava,Nefinanční podniky soukromé národní,11002,1,2582,3,,1568379294,0,,13/09/2019 14:54
1433970,26867940,112,338611036,Orlová,73514,599069,Orlová,CZ0803,Karviná,,,1 - 5 zaměstnanců,Mládí,Lutyně,Nefinanční podniky soukromé národní,11002,1,726,,,1568379300,0,,13/09/2019 14:55
1451005,27089941,112,338141173,Babice,25101,538043,Babice,CZ0209,Praha-východ,,,100 - 199 zaměstnanců,Na Návsi,,Nefinanční podniky soukromé národní,11002,1,5,,,1568379357,0,,13/09/2019 14:55
1469248,27383512,112,338081933,Jesenice,25242,539325,Jesenice,CZ020A,Praha-západ,,,50 - 99 zaměstnanců,Straková,Osnice,Nefinanční podniky soukromé národní,11002,1,522,,,1568379418,0,,13/09/2019 14:56
